DATE,AWND,PRCP,SNOW,TAVG,day_of_week,month,holiday,LOAD
2019-05-02,8.95,0.18,0.0,54,3,5,0.0,1198.4783783783778
2019-05-03,5.82,0.21,0.0,52,4,5,0.0,1170.3513888888892
2019-05-04,6.04,0.1,0.0,56,5,5,0.0,1056.9812499999991
2019-05-05,11.41,1.52,0.0,55,6,5,0.0,1076.7500000000011
2019-05-06,9.4,0.01,0.0,56,0,5,0.0,1116.8930795847748
2019-05-07,10.07,0.04,0.0,56,1,5,0.0,1156.069520547945
2019-05-08,8.28,0.0,0.0,60,2,5,0.0,1098.3117241379305
2019-05-09,13.87,0.0,0.0,54,3,5,0.0,1155.873037542662
2019-05-10,13.42,0.01,0.0,58,4,5,0.0,1192.6424137931035
2019-05-11,9.84,0.02,0.0,62,5,5,0.0,1025.5553264604814
2019-05-12,13.87,1.07,0.0,51,6,5,0.0,1108.0144827586214
2019-05-13,10.51,0.65,0.0,46,0,5,0.0,1215.5031250000002
2019-05-14,6.71,0.12,0.0,47,1,5,0.0,1226.7020689655183
2019-05-15,10.51,0.03,0.0,53,2,5,0.0,1144.3085616438354
2019-05-16,8.95,0.05,0.0,60,3,5,0.0,1116.909523809524
2019-05-17,6.71,0.25,0.0,62,4,5,0.0,1141.9582758620686
2019-05-18,10.51,0.0,0.0,64,5,5,0.0,1006.4448275862075
2019-05-19,14.32,0.14,0.0,62,6,5,0.0,1088.9537414965987
2019-05-20,12.08,0.0,0.0,69,0,5,0.0,1249.2027397260272
2019-05-21,20.58,0.0,0.0,68,1,5,0.0,1111.726896551724
2019-05-22,10.29,0.0,0.0,65,2,5,0.0,1115.785069444444
2019-05-23,10.51,0.41,0.0,62,3,5,0.0,1186.720068027212
2019-05-24,18.34,0.0,0.0,69,4,5,0.0,1178.8703448275858
2019-05-25,12.3,0.0,0.0,62,5,5,0.0,1065.3931034482748
2019-05-26,10.07,0.15,0.0,68,6,5,0.0,1110.3793103448272
2019-05-27,10.29,0.0,0.0,73,0,5,1.0,1102.890410958904
2019-05-28,11.41,0.12,0.0,65,1,5,0.0,1188.7574750830563
2019-05-29,8.95,0.43,0.0,64,2,5,0.0,1157.2211805555557
2019-05-30,6.26,1.23,0.0,59,3,5,0.0,1178.0607638888885
2019-05-31,10.07,0.0,0.0,69,4,5,0.0,1190.5820689655159
2019-06-01,6.93,0.0,0.0,68,5,6,0.0,1147.5131944444447
2019-06-02,8.5,0.25,0.0,68,6,6,0.0,1168.0489655172412
2019-06-03,12.97,0.0,0.0,67,0,6,0.0,1154.0993150684935
2019-06-04,12.75,0.0,0.0,62,1,6,0.0,1192.3534246575332
2019-06-05,12.3,0.16,0.0,67,2,6,0.0,1270.3333333333328
2019-06-06,8.5,0.46,0.0,73,3,6,0.0,1298.7656462585026
2019-06-07,6.04,0.0,0.0,71,4,6,0.0,1259.662585034013
2019-06-08,10.29,0.0,0.0,68,5,6,0.0,1154.379655172414
2019-06-09,11.18,0.0,0.0,65,6,6,0.0,1163.4836734693877
2019-06-10,11.63,0.46,0.0,63,0,6,0.0,1287.9633898305078
2019-06-11,16.33,0.2,0.0,70,1,6,0.0,1272.041860465116
2019-06-12,9.84,0.0,0.0,67,2,6,0.0,1221.4630872483217
2019-06-13,10.51,0.64,0.0,62,3,6,0.0,1230.6318493150684
2019-06-14,15.21,0.0,0.0,65,4,6,0.0,1203.263265306124
2019-06-15,14.32,0.0,0.0,68,5,6,0.0,1151.307931034483
2019-06-16,10.51,0.12,0.0,69,6,6,0.0,1192.9138408304505
2019-06-17,5.59,0.0,0.0,71,0,6,0.0,1272.4559027777768
2019-06-18,5.37,1.38,0.0,69,1,6,0.0,1316.409183673469
2019-06-19,7.83,0.03,0.0,67,2,6,0.0,1374.8654485049833
2019-06-20,7.61,0.75,0.0,69,3,6,0.0,1409.0232558139535
2019-06-21,14.32,0.58,0.0,72,4,6,0.0,1285.0237113402068
2019-06-22,14.99,0.0,0.0,73,5,6,0.0,1179.5500000000006
2019-06-23,12.3,0.0,0.0,74,6,6,0.0,1221.0608996539797
2019-06-24,9.62,0.0,0.0,75,0,6,0.0,1383.6332214765096
2019-06-25,6.49,0.21,0.0,73,1,6,0.0,1481.8880398671092
2019-06-26,10.29,0.0,0.0,76,2,6,0.0,1487.5898648648647
2019-06-27,6.49,0.0,0.0,78,3,6,0.0,1500.0739864864863
2019-06-28,5.82,0.0,0.0,79,4,6,0.0,1542.512738853503
2019-06-29,10.51,0.03,0.0,78,5,6,0.0,1511.8439739413677
2019-06-30,16.11,0.06,0.0,78,6,6,0.0,1309.7377483443706
2019-07-01,10.29,0.0,0.0,75,0,7,0.0,1456.973765432099
2019-07-02,8.05,0.03,0.0,78,1,7,0.0,1491.2793413173656
2019-07-03,5.59,0.06,0.0,79,2,7,0.0,1609.8467105263146
2019-07-04,6.04,0.0,0.0,78,3,7,1.0,1586.4700680272103
2019-07-05,7.16,0.0,0.0,76,4,7,0.0,1703.51423611111
2019-07-06,9.4,0.0,0.0,79,5,7,0.0,1693.4920000000004
2019-07-07,9.62,0.0,0.0,78,6,7,0.0,1393.158333333333
2019-07-08,5.82,0.01,0.0,72,0,7,0.0,1467.5148648648658
2019-07-09,9.62,0.0,0.0,76,1,7,0.0,1556.7465277777774
2019-07-10,10.29,0.0,0.0,78,2,7,0.0,1661.2842622950818
2019-07-11,10.74,0.72,0.0,77,3,7,0.0,1718.2383333333332
2019-07-12,12.08,0.0,0.0,79,4,7,0.0,1654.4426174496648
2019-07-13,10.96,0.0,0.0,78,5,7,0.0,1569.2080536912758
2019-07-14,12.08,0.0,0.0,81,6,7,0.0,1600.243581081082
2019-07-15,10.96,0.0,0.0,78,0,7,0.0,1588.5418831168838
2019-07-16,10.74,0.0,0.0,78,1,7,0.0,1722.339032258065
2019-07-17,11.18,0.79,0.0,80,2,7,0.0,1780.9721088435367
2019-07-18,7.38,0.09,0.0,78,3,7,0.0,1704.170418006432
2019-07-19,8.5,0.0,0.0,76,4,7,0.0,1843.5952054794514
2019-07-20,11.41,0.0,0.0,86,5,7,0.0,1923.0779310344835
2019-07-21,11.63,0.03,0.0,89,6,7,0.0,1823.9705479452043
2019-07-22,9.4,1.59,0.0,84,0,7,0.0,1569.7119863013695
2019-07-23,8.5,2.07,0.0,73,1,7,0.0,1486.5650000000007
2019-07-24,7.38,0.0,0.0,73,2,7,0.0,1516.0594684385383
2019-07-25,7.83,0.0,0.0,76,3,7,0.0,1516.7232638888886
2019-07-26,6.71,0.0,0.0,77,4,7,0.0,1590.489655172414
2019-07-27,9.4,0.0,0.0,76,5,7,0.0,1583.0804794520539
2019-07-28,12.3,0.0,0.0,78,6,7,0.0,1675.0668941979513
2019-07-29,10.07,0.0,0.0,81,0,7,0.0,1853.285517241379
2019-07-30,11.41,0.0,0.0,81,1,7,0.0,1887.8123287671224
2019-07-31,7.16,0.0,0.0,78,2,7,0.0,1742.380612244898
2019-08-01,6.93,0.0,0.0,78,3,8,0.0,1620.3670103092786
2019-08-02,7.61,0.0,0.0,77,4,8,0.0,1593.3821917808227
2019-08-03,9.62,0.01,0.0,77,5,8,0.0,1564.5006896551715
2019-08-04,6.49,0.0,0.0,79,6,8,0.0,1492.9538194444453
2019-08-05,7.61,0.0,0.0,76,0,8,0.0,1496.1789655172408
2019-08-06,7.38,0.0,0.0,74,1,8,0.0,1596.6265517241382
2019-08-07,11.41,1.0,0.0,76,2,8,0.0,1671.8698630136978
2019-08-08,10.51,0.0,0.0,75,3,8,0.0,1648.0390572390572
2019-08-09,9.84,0.04,0.0,76,4,8,0.0,1528.1055172413787
2019-08-10,12.53,0.0,0.0,76,5,8,0.0,1343.7396551724137
2019-08-11,9.17,0.0,0.0,73,6,8,0.0,1311.989726027397
2019-08-12,12.08,0.0,0.0,76,0,8,0.0,1535.9767361111114
2019-08-13,7.61,0.07,0.0,75,1,8,0.0,1628.1979310344834
2019-08-14,5.37,0.26,0.0,74,2,8,0.0,1594.280201342282
2019-08-15,8.5,0.0,0.0,73,3,8,0.0,1588.929333333334
2019-08-16,7.83,0.0,0.0,72,4,8,0.0,1568.5833333333348
2019-08-17,6.04,0.0,0.0,77,5,8,0.0,1580.5917241379311
2019-08-18,8.05,0.0,0.0,78,6,8,0.0,1541.71677852349
2019-08-19,8.72,0.15,0.0,78,0,8,0.0,1724.7111111111108
2019-08-20,7.61,0.0,0.0,79,1,8,0.0,1683.1925925925925
2019-08-21,9.84,0.37,0.0,78,2,8,0.0,1650.3579861111116
2019-08-22,10.51,0.79,0.0,80,3,8,0.0,1603.3786206896546
2019-08-23,9.17,0.02,0.0,72,4,8,0.0,1423.8599315068493
2019-08-24,8.72,0.0,0.0,70,5,8,0.0,1274.5900000000004
2019-08-25,13.42,0.0,0.0,69,6,8,0.0,1289.5358361774745
2019-08-26,9.17,0.0,0.0,67,0,8,0.0,1336.8177083333333
2019-08-27,6.93,0.0,0.0,66,1,8,0.0,1350.2390410958913
2019-08-28,6.71,0.45,0.0,69,2,8,0.0,1499.495890410959
2019-08-29,10.96,0.0,0.0,74,3,8,0.0,1451.7280821917793
2019-08-30,10.74,0.0,0.0,74,4,8,0.0,1413.6190972222228
2019-08-31,7.61,0.0,0.0,75,5,8,0.0,1280.8895973154358
2019-09-01,10.51,0.0,0.0,70,6,9,0.0,1239.9041095890416
2019-09-02,9.84,0.64,0.0,71,0,9,1.0,1335.4781250000005
2019-09-03,7.83,0.0,0.0,74,1,9,0.0,1384.0423728813548
2019-09-04,10.51,0.16,0.0,73,2,9,0.0,1427.7385906040263
2019-09-05,7.83,0.0,0.0,71,3,9,0.0,1301.6092409240916
2019-09-06,14.54,0.25,0.0,64,4,9,0.0,1269.4769491525426
2019-09-07,12.53,0.04,0.0,65,5,9,0.0,1198.7583617747443
2019-09-08,7.38,0.0,0.0,69,6,9,0.0,1197.8734693877561
2019-09-09,8.05,0.0,0.0,70,0,9,0.0,1301.4106109324744
2019-09-10,8.95,0.0,0.0,70,1,9,0.0,1357.780136986301
2019-09-11,11.18,0.0,0.0,73,2,9,0.0,1547.6389830508472
2019-09-12,10.29,0.01,0.0,76,3,9,0.0,1373.424315068493
2019-09-13,12.3,0.0,0.0,64,4,9,0.0,1248.5966216216223
2019-09-14,11.86,0.0,0.0,68,5,9,0.0,1240.27827586207
2019-09-15,7.16,0.0,0.0,74,6,9,0.0,1245.9197324414708
2019-09-16,5.14,0.0,0.0,72,0,9,0.0,1306.6659863945567
2019-09-17,8.95,0.0,0.0,69,1,9,0.0,1275.0680555555552
2019-09-18,9.62,0.0,0.0,63,2,9,0.0,1254.702054794521
2019-09-19,6.93,0.0,0.0,58,3,9,0.0,1261.531292517008
2019-09-20,10.07,0.0,0.0,65,4,9,0.0,1254.6571917808217
2019-09-21,6.93,0.0,0.0,70,5,9,0.0,1233.4781249999992
2019-09-22,9.62,0.0,0.0,70,6,9,0.0,1315.2469178082197
2019-09-23,12.3,0.0,0.0,74,0,9,0.0,1541.4483221476507
2019-09-24,13.65,0.0,0.0,74,1,9,0.0,1359.4150684931503
2019-09-25,9.4,0.0,0.0,68,2,9,0.0,1305.0692041522498
2019-09-26,11.86,0.0,0.0,69,3,9,0.0,1343.1090277777778
2019-09-27,8.28,0.0,0.0,66,4,9,0.0,1256.7576791808865
2019-09-28,13.42,0.0,0.0,69,5,9,0.0,1269.9384353741493
2019-09-29,9.62,0.0,0.0,74,6,9,0.0,1209.0762711864404
2019-09-30,10.29,0.0,0.0,66,0,9,0.0,1296.8023489932898
2019-10-01,12.53,0.0,0.0,68,1,10,0.0,1396.6201298701303
2019-10-02,13.65,0.35,0.0,77,2,10,0.0,1397.1057823129254
2019-10-03,12.08,0.32,0.0,60,3,10,0.0,1325.1550173010378
2019-10-04,16.78,0.0,0.0,62,4,10,0.0,1286.1395189003438
2019-10-05,8.5,0.0,0.0,52,5,10,0.0,1200.0506849315068
2019-10-06,15.88,0.0,0.0,63,6,10,0.0,1262.0334470989767
2019-10-07,17.67,0.0,0.0,70,0,10,0.0,1314.5945392491462
2019-10-08,12.97,0.01,0.0,62,1,10,0.0,1204.3778911564616
2019-10-09,16.55,0.64,0.0,57,2,10,0.0,1202.4582758620686
2019-10-10,18.34,0.0,0.0,60,3,10,0.0,1206.9020833333334
2019-10-11,18.57,0.0,0.0,60,4,10,0.0,1229.5727586206906
2019-10-12,8.95,0.0,0.0,59,5,10,0.0,1157.6989655172413
2019-10-13,7.61,0.0,0.0,60,6,10,0.0,1116.437800687285
2019-10-14,7.83,0.0,0.0,62,0,10,1.0,1214.413310580205
2019-10-15,6.49,0.0,0.0,59,1,10,0.0,1226.311986301371
2019-10-16,16.78,1.02,0.0,59,2,10,0.0,1283.6955172413802
2019-10-17,26.4,0.0,0.0,56,3,10,0.0,1253.922408026756
2019-10-18,16.78,0.0,0.0,55,4,10,0.0,1223.1710884353743
2019-10-19,7.61,0.0,0.0,50,5,10,0.0,1096.800342465753
2019-10-20,8.28,0.58,0.0,53,6,10,0.0,1157.6756944444442
2019-10-21,9.17,0.0,0.0,57,0,10,0.0,1191.97972972973
2019-10-22,11.18,0.46,0.0,56,1,10,0.0,1223.3668874172176
2019-10-23,14.09,0.05,0.0,62,2,10,0.0,1171.5516556291398
2019-10-24,9.62,0.0,0.0,57,3,10,0.0,1189.8750841750837
2019-10-25,7.38,0.0,0.0,56,4,10,0.0,1193.6989583333338
2019-10-26,7.83,0.0,0.0,58,5,10,0.0,1080.9045138888878
2019-10-27,14.32,0.9,0.0,60,6,10,0.0,1163.334013605442
2019-10-28,8.5,0.02,0.0,58,0,10,0.0,1167.0299999999995
2019-10-29,7.38,0.07,0.0,56,1,10,0.0,1169.0905263157904
2019-10-30,5.37,0.07,0.0,61,2,10,0.0,1176.0256944444443
2019-10-31,23.04,0.19,0.0,64,3,10,0.0,1219.3405228758174
2019-11-01,19.24,0.05,0.0,56,4,11,0.0,1178.8283333333331
2019-11-02,5.82,0.0,0.0,45,5,11,0.0,1155.8876712328768
2019-11-03,10.74,0.0,0.0,48,6,11,0.0,1155.5766666666657
2019-11-04,9.4,0.0,0.0,48,0,11,0.0,1254.3756849315077
2019-11-05,10.74,0.0,0.0,56,1,11,0.0,1244.9031249999996
2019-11-06,10.51,0.0,0.0,52,2,11,0.0,1222.7093425605535
2019-11-07,12.75,0.02,0.0,52,3,11,0.0,1306.2574829931978
2019-11-08,18.57,0.0,0.0,40,4,11,0.0,1320.9451724137925
2019-11-09,8.95,0.0,0.0,33,5,11,0.0,1276.8665517241388
2019-11-10,10.74,0.0,0.0,44,6,11,0.0,1241.3296551724138
2019-11-11,5.59,0.0,0.0,51,0,11,1.0,1317.5113402061854
2019-11-12,17.22,0.02,0.0,47,1,11,0.0,1421.0625850340134
2019-11-13,14.99,0.0,0.0,28,2,11,0.0,1452.1046666666668
2019-11-14,8.5,0.0,0.0,33,3,11,0.0,1472.343150684931
2019-11-15,10.51,0.0,0.0,43,4,11,0.0,1344.2061016949156
2019-11-16,14.32,0.0,0.0,40,5,11,0.0,1315.5665517241384
2019-11-17,18.34,0.0,0.0,36,6,11,0.0,1353.7684027777773
2019-11-18,11.41,0.46,0.0,40,0,11,0.0,1378.0453287197233
2019-11-19,8.28,0.17,0.0,44,1,11,0.0,1384.7222222222215
2019-11-20,15.21,0.0,0.0,44,2,11,0.0,1366.1204861111114
2019-11-21,8.28,0.0,0.0,44,3,11,0.0,1315.4895270270285
2019-11-22,15.66,0.04,0.0,49,4,11,0.0,1333.0685430463566
2019-11-23,8.72,0.04,0.0,40,5,11,0.0,1266.183666666667
2019-11-24,15.21,0.72,0.0,44,6,11,0.0,1338.6124161073817
2019-11-25,10.29,0.0,0.0,44,0,11,0.0,1313.0551020408166
2019-11-26,6.93,0.0,0.0,47,1,11,0.0,1281.7890410958905
2019-11-27,11.63,0.01,0.0,50,2,11,0.0,1318.7582191780816
2019-11-28,24.16,0.0,0.0,50,3,11,1.0,1229.9074324324324
2019-11-29,16.55,0.0,0.0,37,4,11,0.0,1292.5441379310357
2019-11-30,10.96,0.0,0.0,36,5,11,0.0,1310.0690972222221
2019-12-01,14.32,0.59,0.0,33,6,12,0.0,1440.6472413793101
2019-12-02,17.67,0.37,0.6,38,0,12,0.0,1446.7635416666662
2019-12-03,19.01,0.0,0.2,33,1,12,0.0,1423.2203448275866
2019-12-04,12.08,0.0,0.0,36,2,12,0.0,1426.5853741496596
2019-12-05,17.0,0.0,0.0,39,3,12,0.0,1421.7861111111113
2019-12-06,14.76,0.0,0.0,40,4,12,0.0,1442.839583333333
2019-12-07,14.54,0.0,0.0,38,5,12,0.0,1429.0106896551717
2019-12-08,6.93,0.0,0.0,33,6,12,0.0,1460.3664383561647
2019-12-09,10.96,1.71,0.0,46,0,12,0.0,1411.5456081081072
2019-12-10,11.41,0.09,0.0,53,1,12,0.0,1349.1695205479455
2019-12-11,12.3,0.35,0.9,38,2,12,0.0,1392.826388888889
2019-12-12,9.62,0.0,0.0,31,3,12,0.0,1446.2279569892473
2019-12-13,8.72,1.15,0.0,39,4,12,0.0,1438.946075085323
2019-12-14,13.87,1.62,0.0,53,5,12,0.0,1308.199652777778
2019-12-15,19.69,0.0,0.0,46,6,12,0.0,1318.247569444444
2019-12-16,8.95,0.22,0.0,36,0,12,0.0,1422.9341379310354
2019-12-17,12.97,1.07,0.0,34,1,12,0.0,1494.582770270271
2019-12-18,17.9,0.0,0.2,34,2,12,0.0,1474.9999999999998
2019-12-19,19.24,0.0,0.0,23,3,12,0.0,1617.7277777777783
2019-12-20,12.53,0.0,0.0,27,4,12,0.0,1607.2815068493146
2019-12-21,5.59,0.0,0.0,28,5,12,0.0,1557.741724137931
2019-12-22,10.74,0.0,0.0,35,6,12,0.0,1464.6343537414964
2019-12-23,10.96,0.0,0.0,41,0,12,0.0,1390.6880952380952
2019-12-24,11.18,0.0,0.0,43,1,12,0.0,1294.618055555556
2019-12-25,4.25,0.0,0.0,37,2,12,1.0,1261.147569444445
2019-12-26,8.05,0.0,0.0,38,3,12,0.0,1355.0878787878794
2019-12-27,8.05,0.0,0.0,48,4,12,0.0,1358.1527397260274
2019-12-28,8.5,0.0,0.0,47,5,12,0.0,1279.878125
2019-12-29,6.49,0.36,0.0,41,6,12,0.0,1308.771379310345
2019-12-30,18.79,0.5,0.0,42,0,12,0.0,1380.730392156864
2019-12-31,11.41,0.0,0.0,40,1,12,0.0,1340.607534246576
